Offense,family_violence,occurred_date,location_type,Zip,Latitude,Longitude
THEFT,N,2020-04-06,DEPARTMENT / DISCOUNT STORE,78744,30.18759354,-97.76399741
CRIMINAL MISCHIEF,N,2020-11-27,PARKING /DROP LOT/ GARAGE,78744,30.19345914,-97.74416114
THEFT,N,2019-01-31,RESIDENCE / HOME,78757,30.34571862,-97.73699845
THEFT,N,2019-11-04,GROCERY / SUPERMARKET,78729,30.46793555,-97.79250733
BURGLARY OF VEHICLE,N,2019-06-15,PARKING /DROP LOT/ GARAGE,78704,30.2627639,-97.75271373
THEFT,N,2019-07-09,RESTAURANT,78753,30.38809413,-97.64936556
THEFT,N,2019-02-15,RESIDENCE / HOME,78744,30.18464409,-97.74904789
FAMILY DISTURBANCE,N,2020-03-06,RESIDENCE / HOME,78745,30.21368839,-97.76358199
BURGLARY OF VEHICLE,N,2021-05-20,PARK / PLAYGROUND,78730,30.35124739,-97.79625327
CRIMINAL MISCHIEF,N,2021-12-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.36476357,-97.71501962
CRIMINAL MISCHIEF,N,2020-10-11,PARKING /DROP LOT/ GARAGE,78750,30.45475017,-97.80558843
FAMILY DISTURBANCE,N,2019-02-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.39818639,-97.70508209
CRIMINAL MISCHIEF,N,2020-08-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.25442414,-97.75527149
THEFT,N,2021-11-26,RESIDENCE / HOME,78726,30.43494008,-97.84006297
CRIMINAL MISCHIEF,N,2020-03-01,RESIDENCE / HOME,78753,30.39785078,-97.66153467
BURGLARY OF VEHICLE,N,2019-11-19,RESTAURANT,78759,30.4006337,-97.73748042
FAMILY DISTURBANCE,N,2021-08-04,RESIDENCE / HOME,78752,30.32674058,-97.68986017
THEFT,N,2021-01-01,BANK / SAVINGS & LOAN,78731,30.34659169,-97.7517713
FAMILY DISTURBANCE,N,2021-06-27,RESIDENCE / HOME,78723,30.30851695,-97.68348389
THEFT,N,2020-11-04,OTHER / UNKNOWN,78759,30.39160411,-97.7324475
BURGLARY OF VEHICLE,N,2020-05-15,RESTAURANT,78704,30.22338277,-97.76259882
BURGLARY OF VEHICLE,N,2019-09-20,RESIDENCE / HOME,78723,30.30684306,-97.67225156
BURGLARY OF VEHICLE,N,2020-01-06,RESIDENCE / HOME,78717,30.48543794,-97.77170565
BURGLARY OF VEHICLE,N,2020-02-26,RESIDENCE / HOME,78741,30.23653697,-97.71329824
FAMILY DISTURBANCE,N,2019-10-17,RESIDENCE / HOME,78750,30.45652049,-97.79606239
THEFT,N,2020-07-08,RESIDENCE / HOME,78741,30.22668835,-97.72571472
CRIMINAL MISCHIEF,N,2021-05-05,RESIDENCE / HOME,78745,30.19148253,-97.77553852
BURGLARY OF VEHICLE,N,2021-10-20,OTHER / UNKNOWN,78741,30.24354487,-97.73002696
FAMILY DISTURBANCE,N,2020-12-05,RESIDENCE / HOME,78758,30.36257131,-97.70613192
THEFT,N,2020-11-21,SPECIALTY  STORE,78723,30.30738273,-97.70923515
FAMILY DISTURBANCE,N,2020-09-11,RESIDENCE / HOME,78744,30.1974484,-97.74218617
THEFT,N,2020-01-16,GROCERY / SUPERMARKET,78753,30.38107994,-97.68573119
CRIMINAL MISCHIEF,N,2020-03-27,RESIDENCE / HOME,78758,30.3548519,-97.70604089
BURGLARY OF VEHICLE,N,2019-05-18,PARKING /DROP LOT/ GARAGE,78759,30.38272333,-97.7396534
THEFT,N,2020-10-02,DEPARTMENT / DISCOUNT STORE,78704,30.22235873,-97.74888756
BURGLARY OF VEHICLE,N,2019-12-02,RESIDENCE / HOME,78744,30.19584356,-97.69725061
FAMILY DISTURBANCE,N,2019-03-14,RESIDENCE / HOME,78744,30.19720672,-97.74288289
THEFT,N,2019-07-08,RESIDENCE / HOME,78759,30.40879969,-97.74825231
FAMILY DISTURBANCE,N,2020-11-19,RESIDENCE / HOME,78757,30.37011248,-97.73731866
FAMILY DISTURBANCE,N,2019-03-22,RESIDENCE / HOME,78753,30.39295402,-97.67684845
THEFT,N,2021-10-26,COMMERCIAL / OFFICE BUILDING,78753,30.35902165,-97.68705347
THEFT,N,2019-12-21,BAR / NIGHTCLUB,78701,30.27020584,-97.74968842
CRIMINAL MISCHIEF,N,2021-08-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78722,30.28170449,-97.70946102
BURGLARY OF VEHICLE,N,2019-04-30,PARKING /DROP LOT/ GARAGE,78660,30.44530254,-97.66678052
THEFT,N,2020-04-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26711771,-97.74317427
THEFT,N,2019-05-26,RESIDENCE / HOME,78729,30.43809342,-97.7707327
THEFT,N,2020-07-24,RESIDENCE / HOME,78753,30.41019764,-97.67837875
BURGLARY OF VEHICLE,N,2020-07-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.27201227,-97.72400882
FAMILY DISTURBANCE,N,2020-04-02,RESIDENCE / HOME,78744,30.19031623,-97.76659708
FAMILY DISTURBANCE,N,2020-10-17,RESIDENCE / HOME,78739,30.18842664,-97.86762563
FAMILY DISTURBANCE,N,2021-10-26,RESIDENCE / HOME,78744,30.15957491,-97.77587971
FAMILY DISTURBANCE,N,2021-02-26,RESIDENCE / HOME,78704,30.24406548,-97.76316325
FAMILY DISTURBANCE,N,2020-01-02,RESIDENCE / HOME,78741,30.23653697,-97.71329824
BURGLARY OF VEHICLE,N,2019-12-02,RESIDENCE / HOME,78750,30.37871812,-97.78808873
CRIMINAL MISCHIEF,N,2020-01-08,RESIDENCE / HOME,78660,30.43089087,-97.65530875
THEFT,N,2019-02-15,BAR / NIGHTCLUB,78745,30.22592074,-97.77135487
FAMILY DISTURBANCE,N,2019-11-12,RESIDENCE / HOME,78753,30.40208364,-97.6520412
THEFT,N,2021-01-21,RESIDENCE / HOME,78705,30.29508933,-97.73586926
THEFT,N,2021-07-28,OTHER / UNKNOWN,78757,30.36561259,-97.73920644
FAMILY DISTURBANCE,N,2019-01-04,RESIDENCE / HOME,78741,30.23205261,-97.72860737
FAMILY DISTURBANCE,N,2019-07-19,RESIDENCE / HOME,78723,30.30235568,-97.70215449
BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78753,30.39356978,-97.65935627
BURGLARY OF VEHICLE,N,2019-12-14,PARKING /DROP LOT/ GARAGE,78759,30.39744811,-97.73472972
THEFT,N,2020-03-01,OTHER / UNKNOWN,78745,30.200441,-97.76444731
FAMILY DISTURBANCE,N,2020-05-09,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.23048851,-97.74207255
BURGLARY OF VEHICLE,N,2020-07-12,RESIDENCE / HOME,78729,30.45953274,-97.76291124
FAMILY DISTURBANCE,N,2019-03-23,RESIDENCE / HOME,78751,30.31918993,-97.72445762
BURGLARY OF VEHICLE,N,2021-06-15,RESIDENCE / HOME,78750,30.44553012,-97.78730811
FAMILY DISTURBANCE,N,2020-12-12,HOTEL / MOTEL / ETC.,78701,30.2687184,-97.7420857
FAMILY DISTURBANCE,N,2019-07-04,RESIDENCE / HOME,78747,30.16003503,-97.73970141
CRIMINAL MISCHIEF,N,2021-04-09,PARKING /DROP LOT/ GARAGE,78752,30.32682864,-97.7029677
FAMILY DISTURBANCE,N,2020-04-16,RESIDENCE / HOME,78759,30.4110599,-97.74808698
THEFT,N,2021-08-23,RESIDENCE / HOME,78752,30.3314895,-97.70318623
THEFT,N,2019-05-03,RESIDENCE / HOME,78752,30.3257346,-97.68909195
BURGLARY OF VEHICLE,N,2020-06-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25783006,-97.72664151
CRIMINAL MISCHIEF,N,2019-05-31,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78742,30.23775992,-97.68583085
BURGLARY OF VEHICLE,N,2021-03-24,PARKING /DROP LOT/ GARAGE,78753,30.40133115,-97.67045258
THEFT,N,2019-03-13,OTHER / UNKNOWN,78701,30.26220346,-97.73966886
FAMILY DISTURBANCE,N,2019-07-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.16744175,-97.78890206
CRIMINAL MISCHIEF,N,2019-02-15,DEPARTMENT / DISCOUNT STORE,78757,30.35547286,-97.73354229
CRIMINAL MISCHIEF,N,2019-11-24,OTHER / UNKNOWN,78741,30.23258831,-97.72209348
CRIMINAL MISCHIEF,N,2020-01-06,RESIDENCE / HOME,78741,30.23310353,-97.71944111
THEFT,N,2020-08-15,OTHER / UNKNOWN,78701,30.26000334,-97.7394048
THEFT,N,2019-07-14,RESTAURANT,78701,30.27019375,-97.74159933
CRIMINAL MISCHIEF,N,2019-06-18,OTHER / UNKNOWN,78753,30.35019863,-97.68786317
THEFT,N,2019-09-16,CONVENIENCE STORE,78758,30.3582867,-97.70038767
BURGLARY OF VEHICLE,N,2020-01-13,RESIDENCE / HOME,78722,30.28285733,-97.72308502
THEFT,N,2020-11-14,RESIDENCE / HOME,78723,30.31804095,-97.70228473
FAMILY DISTURBANCE,N,2021-12-18,RESIDENCE / HOME,78746,30.26938678,-97.80974786
CRIMINAL MISCHIEF,N,2020-05-19,RESIDENCE / HOME,78741,30.2316152,-97.73645832
CRIMINAL MISCHIEF,N,2020-08-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.26949067,-97.67108531
FAMILY DISTURBANCE,N,2021-04-09,RESIDENCE / HOME,78744,30.19291936,-97.74521408
FAMILY DISTURBANCE,N,2020-02-11,RESIDENCE / HOME,78717,30.47625067,-97.78034874
THEFT,N,2020-06-10,COMMERCIAL / OFFICE BUILDING,78722,30.2977588,-97.71728749
FAMILY DISTURBANCE,N,2019-03-11,PARKING /DROP LOT/ GARAGE,78741,30.23310353,-97.71944111
BURGLARY OF VEHICLE,N,2019-04-24,RESIDENCE / HOME,78745,30.20598492,-97.79627798
FAMILY DISTURBANCE,N,2019-04-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78617,30.17356544,-97.61413763
CRIMINAL MISCHIEF,N,2021-08-01,RESIDENCE / HOME,78702,30.25823381,-97.72958972
BURGLARY OF VEHICLE,N,2019-12-27,PARKING /DROP LOT/ GARAGE,78731,30.32104847,-97.77354003
THEFT,N,2021-02-26,COMMERCIAL / OFFICE BUILDING,78754,30.33759571,-97.67546197
FAMILY DISTURBANCE,N,2020-01-13,RESIDENCE / HOME,78745,30.20375416,-97.76590757
THEFT,N,2020-02-15,RESIDENCE / HOME,78705,30.28329557,-97.74618805
THEFT,N,2020-01-20,PARKING /DROP LOT/ GARAGE,78729,30.46793555,-97.79250733
FAMILY DISTURBANCE,N,2020-11-30,RESIDENCE / HOME,78745,30.20365235,-97.78863861
FAMILY DISTURBANCE,N,2020-01-24,RESIDENCE / HOME,78741,30.22484581,-97.72059573
CRIMINAL MISCHIEF,N,2021-12-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.22302166,-97.74712162
BURGLARY OF VEHICLE,N,2020-12-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.22646107,-97.69380835
BURGLARY OF VEHICLE,N,2019-01-19,OTHER / UNKNOWN,78745,30.20625138,-97.77373523
BURGLARY OF VEHICLE,N,2020-05-25,PARKING /DROP LOT/ GARAGE,78727,30.43137825,-97.74706906
THEFT,N,2021-06-27,PARKING /DROP LOT/ GARAGE,78759,30.41069227,-97.71678672
BURGLARY OF VEHICLE,N,2019-03-23,RESIDENCE / HOME,78751,30.31154741,-97.72895637
FAMILY DISTURBANCE,N,2019-07-06,PARKING /DROP LOT/ GARAGE,78748,30.15613523,-97.7923582
FAMILY DISTURBANCE,N,2020-07-16,RESIDENCE / HOME,78753,30.34719852,-97.69991656
THEFT,N,2021-07-01,COMMERCIAL / OFFICE BUILDING,78724,30.32409735,-97.65631991
FAMILY DISTURBANCE,N,2021-06-19,RESIDENCE / HOME,78704,30.2370565,-97.76722046
BURGLARY OF VEHICLE,N,2019-01-09,PARKING /DROP LOT/ GARAGE,78702,30.25567038,-97.69316508
BURGLARY OF VEHICLE,N,2021-01-06,RESIDENCE / HOME,78741,30.2316152,-97.73645832
BURGLARY OF VEHICLE,N,2019-12-27,RESIDENCE / HOME,78727,30.42058254,-97.67994608
THEFT,N,2021-05-15,DEPARTMENT / DISCOUNT STORE,78753,30.35192402,-97.70677393
THEFT,N,2019-04-23,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78752,30.34538494,-97.71302143
THEFT,N,2019-01-08,RESIDENCE / HOME,78750,30.45652049,-97.79606239
BURGLARY OF VEHICLE,N,2020-06-20,RESIDENCE / HOME,78744,30.19003498,-97.74960654
THEFT,N,2020-10-14,DEPARTMENT / DISCOUNT STORE,78705,30.28362731,-97.74164428
FAMILY DISTURBANCE,N,2019-08-24,RESIDENCE / HOME,78721,30.25755218,-97.69252434
BURGLARY OF VEHICLE,N,2021-07-13,PARKING /DROP LOT/ GARAGE,78701,30.26973339,-97.73692853
FAMILY DISTURBANCE,N,2020-05-20,RESIDENCE / HOME,78758,30.38041075,-97.71140032
THEFT,N,2019-10-08,RESIDENCE / HOME,78753,30.34704078,-97.6893102
BURGLARY OF VEHICLE,N,2019-12-18,PARKING /DROP LOT/ GARAGE,78704,30.24999019,-97.74951654
THEFT,N,2020-10-12,PARKING /DROP LOT/ GARAGE,78753,30.40629333,-97.6763127
THEFT,N,2019-08-15,RESIDENCE / HOME,78745,30.19353678,-97.82628009
FAMILY DISTURBANCE,N,2020-12-01,RESIDENCE / HOME,78758,30.38420296,-97.70036207
CRIMINAL MISCHIEF,N,2020-03-14,RESIDENCE / HOME,78757,30.33907958,-97.73253498
CRIMINAL MISCHIEF,N,2020-06-02,COMMERCIAL / OFFICE BUILDING,78741,30.24708096,-97.73201607
BURGLARY OF VEHICLE,N,2020-04-03,PARKING /DROP LOT/ GARAGE,78748,30.15797215,-97.81614457
BURGLARY OF VEHICLE,N,2020-02-15,RESIDENCE / HOME,78704,30.24296804,-97.76055694
FAMILY DISTURBANCE,N,2019-04-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.31941418,-97.69149066
THEFT,N,2020-07-22,RESIDENCE / HOME,78745,30.22896155,-97.79742271
THEFT,N,2019-10-23,PARKING /DROP LOT/ GARAGE,78758,30.40110278,-97.726296
FAMILY DISTURBANCE,N,2020-03-21,HOTEL / MOTEL / ETC.,78753,30.34478541,-97.69558416
THEFT,N,2021-11-17,PARKING /DROP LOT/ GARAGE,78723,30.30212809,-97.70822426
BURGLARY OF VEHICLE,N,2020-09-01,OTHER / UNKNOWN,78759,30.43017101,-97.7628215
BURGLARY OF VEHICLE,N,2020-06-15,PARKING /DROP LOT/ GARAGE,78741,30.24850066,-97.73393875
FAMILY DISTURBANCE,N,2019-03-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.33295285,-97.70453509
BURGLARY OF VEHICLE,N,2020-08-13,RESIDENCE / HOME,78705,30.28984969,-97.74946367
THEFT,N,2020-01-18,GROCERY / SUPERMARKET,78748,30.16548757,-97.78952006
FAMILY DISTURBANCE,N,2019-03-25,RESIDENCE / HOME,78745,30.19988804,-97.77542996
BURGLARY OF VEHICLE,N,2020-08-25,CONSTRUCTION SITE,78758,30.36987512,-97.70580607
BURGLARY OF VEHICLE,N,2020-10-13,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78751,30.31026509,-97.73298824
BURGLARY OF VEHICLE,N,2019-11-23,PARKING /DROP LOT/ GARAGE,78719,30.20347523,-97.66931698
FAMILY DISTURBANCE,N,2020-03-06,RESIDENCE / HOME,78721,30.27877743,-97.67195099
FAMILY DISTURBANCE,N,2020-12-28,PARK / PLAYGROUND,78741,30.21993462,-97.74189331
THEFT,N,2020-02-23,RESIDENCE / HOME,78748,30.16482786,-97.83435515
THEFT,N,2021-08-09,CONVENIENCE STORE,78723,30.31863417,-97.7066688
CRIMINAL MISCHIEF,N,2019-03-28,RESIDENCE / HOME,78723,30.31796168,-97.70190647
FAMILY DISTURBANCE,N,2019-06-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27001399,-97.74958582
FAMILY DISTURBANCE,N,2021-05-18,RESIDENCE / HOME,78753,30.34887091,-97.6852326
FAMILY DISTURBANCE,N,2019-10-30,RESIDENCE / HOME,78749,30.23322022,-97.83668398
CRIMINAL MISCHIEF,N,2020-10-03,CONVENIENCE STORE,78758,30.36975211,-97.71525847
CRIMINAL MISCHIEF,N,2019-10-18,RESIDENCE / HOME,78723,30.31885079,-97.6880442
FAMILY DISTURBANCE,N,2021-05-20,RESIDENCE / HOME,78749,30.18444161,-97.85367476
FAMILY DISTURBANCE,N,2019-07-03,RESIDENCE / HOME,78749,30.21955098,-97.85223192
BURGLARY OF VEHICLE,N,2020-06-23,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.29084182,-97.70439213
BURGLARY OF VEHICLE,N,2019-02-23,PARKING /DROP LOT/ GARAGE,78759,30.40035569,-97.74550257
THEFT,N,2020-05-22,RESIDENCE / HOME,78702,30.25730821,-97.73208903
FAMILY DISTURBANCE,N,2020-02-26,RESIDENCE / HOME,78702,30.26825675,-97.72827061
FAMILY DISTURBANCE,N,2021-01-20,RESIDENCE / HOME,78744,30.17474651,-97.75795744
BURGLARY OF VEHICLE,N,2019-04-06,COMMERCIAL / OFFICE BUILDING,78746,30.25788603,-97.80700704
CRIMINAL MISCHIEF,N,2019-02-16,PARKING /DROP LOT/ GARAGE,78723,30.32190284,-97.70230307
THEFT,N,2020-07-14,PARKING /DROP LOT/ GARAGE,78721,30.27745594,-97.68569597
CRIMINAL MISCHIEF,N,2021-05-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78757,30.3373574,-97.71925767
FAMILY DISTURBANCE,N,2021-03-26,RESIDENCE / HOME,78741,30.23258831,-97.72209348
CRIMINAL MISCHIEF,N,2019-01-28,COMMERCIAL / OFFICE BUILDING,78753,30.34949994,-97.69667299
THEFT,N,2021-07-17,LIQUOR STORE,78731,30.33620917,-97.75737916
BURGLARY OF VEHICLE,N,2019-04-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26012598,-97.70949934
BURGLARY OF VEHICLE,N,2020-07-19,PARKING /DROP LOT/ GARAGE,78727,30.42988563,-97.69856501
FAMILY DISTURBANCE,N,2021-06-06,RESIDENCE / HOME,78747,30.13855045,-97.79363045
BURGLARY OF VEHICLE,N,2020-03-30,RESIDENCE / HOME,78758,30.39441176,-97.69230381
BURGLARY OF VEHICLE,N,2020-07-25,RESIDENCE / HOME,78757,30.36693226,-97.72345479
BURGLARY OF VEHICLE,N,2020-12-01,RESIDENCE / HOME,78701,30.28029596,-97.7417464
FAMILY DISTURBANCE,N,2021-05-06,RESIDENCE / HOME,78758,30.37715536,-97.69575506
FAMILY DISTURBANCE,N,2020-05-23,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78759,30.39692014,-97.73405546
FAMILY DISTURBANCE,N,2019-07-19,RESIDENCE / HOME,78758,30.37306027,-97.71738905
THEFT,N,2019-02-05,RESIDENCE / HOME,78741,30.23954829,-97.69225645
CRIMINAL MISCHIEF,N,2021-04-06,RESIDENCE / HOME,78759,30.37316263,-97.75436204
FAMILY DISTURBANCE,N,2019-04-14,RESIDENCE / HOME,78758,30.37065386,-97.71969052
FAMILY DISTURBANCE,N,2019-11-28,RESIDENCE / HOME,78759,30.41120683,-97.72706991
CRIMINAL MISCHIEF,N,2020-10-31,RESIDENCE / HOME,78727,30.42337517,-97.72588718
BURGLARY OF VEHICLE,N,2019-05-08,RESIDENCE / HOME,78751,30.30566464,-97.72288336
CRIMINAL MISCHIEF,N,2020-04-13,RESIDENCE / HOME,78724,30.31165817,-97.65978746
FAMILY DISTURBANCE,N,2020-05-08,RESIDENCE / HOME,78723,30.30714138,-97.66939998
FAMILY DISTURBANCE,N,2021-01-09,RESIDENCE / HOME,78745,30.21865323,-97.79755084
THEFT,N,2019-06-04,OTHER / UNKNOWN,78704,30.22887889,-97.76841007
BURGLARY OF VEHICLE,N,2021-12-26,RESIDENCE / HOME,78745,30.2003479,-97.82424792
FAMILY DISTURBANCE,N,2020-12-25,RESIDENCE / HOME,78617,30.17409105,-97.61402154
BURGLARY OF VEHICLE,N,2019-03-24,RESIDENCE / HOME,78745,30.20135862,-97.81325366
BURGLARY OF VEHICLE,N,2020-02-06,PARKING /DROP LOT/ GARAGE,78704,30.24513274,-97.7792587
FAMILY DISTURBANCE,N,2019-11-10,RESIDENCE / HOME,78741,30.22764855,-97.72330072
FAMILY DISTURBANCE,N,2021-10-29,BAR / NIGHTCLUB,78701,30.2670305,-97.73981484
FAMILY DISTURBANCE,N,2021-12-13,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78751,30.32200709,-97.72693038
THEFT,N,2019-10-25,HOTEL / MOTEL / ETC.,78751,30.31255268,-97.70919917
BURGLARY OF VEHICLE,N,2019-11-09,PARKING /DROP LOT/ GARAGE,78752,30.32682864,-97.7029677
CRIMINAL MISCHIEF,N,2020-02-21,PARKING /DROP LOT/ GARAGE,78757,30.34648985,-97.73420297
FAMILY DISTURBANCE,N,2020-02-16,RESIDENCE / HOME,78660,30.42926059,-97.66524703
THEFT,N,2019-02-04,RESIDENCE / HOME,78744,30.20179606,-97.75059653
THEFT,N,2019-07-03,OTHER / UNKNOWN,78751,30.32137824,-97.71900897
THEFT,N,2020-01-28,CONVENIENCE STORE,78721,30.2858328,-97.68073783
THEFT,N,2020-04-02,OTHER / UNKNOWN,78756,30.30916804,-97.74346571
FAMILY DISTURBANCE,N,2019-02-02,RESIDENCE / HOME,78747,30.15353169,-97.73962273
BURGLARY OF VEHICLE,N,2021-07-11,PARKING /DROP LOT/ GARAGE,78705,30.28637761,-97.74300288
FAMILY DISTURBANCE,N,2020-02-23,RESIDENCE / HOME,78723,30.32238174,-97.68082997
BURGLARY OF VEHICLE,N,2021-09-18,PARKING /DROP LOT/ GARAGE,78753,30.37694816,-97.6755891
FAMILY DISTURBANCE,N,2020-04-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.31693835,-97.70699394
FAMILY DISTURBANCE,N,2019-12-08,RESIDENCE / HOME,78741,30.23205261,-97.72860737
CRIMINAL MISCHIEF,N,2021-12-16,COMMERCIAL / OFFICE BUILDING,78758,30.35935767,-97.71616224
FAMILY DISTURBANCE,N,2020-04-17,RESIDENCE / HOME,78753,30.36069297,-97.6818157
THEFT,N,2020-02-07,BAR / NIGHTCLUB,78701,30.27020584,-97.74968842
BURGLARY OF VEHICLE,N,2020-08-16,RESIDENCE / HOME,78702,30.26908233,-97.73140739
BURGLARY OF VEHICLE,N,2021-09-15,PARKING /DROP LOT/ GARAGE,78758,30.39502961,-97.72736126
THEFT,N,2019-08-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.28818897,-97.70030004
FAMILY DISTURBANCE,N,2021-03-29,RESIDENCE / HOME,78745,30.1870381,-97.78036378
BURGLARY OF VEHICLE,N,2021-10-11,RESIDENCE / HOME,78726,30.43494008,-97.84006297
FAMILY DISTURBANCE,N,2020-07-17,RESIDENCE / HOME,78753,30.386384,-97.65993307
THEFT,N,2021-06-14,RESIDENCE / HOME,78744,30.17991834,-97.76637311
FAMILY DISTURBANCE,N,2020-09-14,SERVICE/ GAS STATION,78741,30.23177893,-97.72016744
BURGLARY OF VEHICLE,N,2021-12-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78746,30.35119727,-97.79608335
THEFT,N,2020-05-09,SERVICE/ GAS STATION,78702,30.25206682,-97.70906572
BURGLARY OF VEHICLE,N,2020-07-02,PARKING /DROP LOT/ GARAGE,78731,30.32104847,-97.77354003
BURGLARY OF VEHICLE,N,2020-05-20,PARKING /DROP LOT/ GARAGE,78745,30.20953921,-97.77324596
BURGLARY OF VEHICLE,N,2020-01-15,COMMERCIAL / OFFICE BUILDING,78704,30.22860695,-97.78551387
BURGLARY OF VEHICLE,N,2021-06-13,PARKING /DROP LOT/ GARAGE,78741,30.23895001,-97.72075262
CRIMINAL MISCHIEF,N,2020-07-22,RESIDENCE / HOME,78753,30.39450156,-97.65221081
CRIMINAL MISCHIEF,N,2020-05-19,RESIDENCE / HOME,78758,30.39654494,-97.72613687
BURGLARY OF VEHICLE,N,2020-08-10,OTHER / UNKNOWN,78735,30.2437569,-97.86237684
THEFT,N,2019-09-06,RESTAURANT,78701,30.25972476,-97.73760005
THEFT,N,2021-09-02,RESIDENCE / HOME,78753,30.35538621,-97.70057784
CRIMINAL MISCHIEF,N,2019-12-29,RESIDENCE / HOME,78724,30.29691881,-97.62806617
CRIMINAL MISCHIEF,N,2019-07-30,OTHER / UNKNOWN,78745,30.19731659,-97.77213239
THEFT,N,2019-08-07,RESIDENCE / HOME,78759,30.41267786,-97.75550712
THEFT,N,2019-05-18,RESIDENCE / HOME,78704,30.25408651,-97.74711642
BURGLARY OF VEHICLE,N,2019-06-20,PARKING /DROP LOT/ GARAGE,78741,30.23209413,-97.7168807
THEFT,N,2021-04-11,RESIDENCE / HOME,78749,30.23128122,-97.84756927
FAMILY DISTURBANCE,N,2021-12-29,HOTEL / MOTEL / ETC.,78744,30.21463049,-97.75080439
CRIMINAL MISCHIEF,N,2019-05-30,RESIDENCE / HOME,78741,30.23597678,-97.71859048
CRIMINAL MISCHIEF,N,2020-07-23,RESIDENCE / HOME,78721,30.27875956,-97.68010828
BURGLARY OF VEHICLE,N,2019-02-24,RESIDENCE / HOME,78758,30.37873903,-97.70229086
CRIMINAL MISCHIEF,N,2021-11-08,RESIDENCE / HOME,78759,30.41400576,-97.7086714
BURGLARY OF VEHICLE,N,2020-03-09,PARKING /DROP LOT/ GARAGE,78731,30.36111463,-97.74936863
THEFT,N,2021-11-11,RESIDENCE / HOME,78735,30.24790772,-97.84521842
BURGLARY OF VEHICLE,N,2019-05-24,PARKING /DROP LOT/ GARAGE,78753,30.3522535,-97.69281751
THEFT,N,2019-02-07,RESIDENCE / HOME,78752,30.34050756,-97.71944184
THEFT,N,2021-08-31,OTHER / UNKNOWN,78727,30.43176062,-97.76281719
CRIMINAL MISCHIEF,N,2020-08-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27700809,-97.74427148
BURGLARY OF VEHICLE,N,2021-04-11,RESIDENCE / HOME,78723,30.30863013,-97.66560254
FAMILY DISTURBANCE,N,2019-04-27,RESIDENCE / HOME,78757,30.35449559,-97.7249647
FAMILY DISTURBANCE,N,2020-01-30,RESIDENCE / HOME,78744,30.19642726,-97.74650056
THEFT,N,2020-07-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26647404,-97.73719045
BURGLARY OF VEHICLE,N,2019-07-21,PARKING /DROP LOT/ GARAGE,78750,30.43429404,-97.77136377
FAMILY DISTURBANCE,N,2021-08-09,RESIDENCE / HOME,78741,30.23125209,-97.70035101
FAMILY DISTURBANCE,N,2021-05-26,RESIDENCE / HOME,78702,30.27212427,-97.70700902
FAMILY DISTURBANCE,N,2019-01-05,HOTEL / MOTEL / ETC.,78753,30.37472968,-97.6768366
BURGLARY OF VEHICLE,N,2019-11-15,PARKING /DROP LOT/ GARAGE,78749,30.23041121,-97.82747978
CRIMINAL MISCHIEF,N,2019-08-21,RESIDENCE / HOME,78724,30.31480417,-97.65541747
THEFT,N,2021-09-05,RESIDENCE / HOME,78749,30.23322022,-97.83668398
FAMILY DISTURBANCE,N,2020-07-08,RESIDENCE / HOME,78724,30.28379199,-97.62680515
CRIMINAL MISCHIEF,N,2020-10-05,RESIDENCE / HOME,78739,30.14968518,-97.85672145
